"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Death Cab for Cutie","Layla","F","44","Griffin","189.3873","paid","Lake Havasu City-Kingman, AZ","984","I Will Follow You into the Dark (Album Version)","24"
"Green Day","Jacob","M","12","Klein","256.02567","paid","Tampa-St. Petersburg-Clearwater, FL","954","Last Night On Earth [feat. Green Day & The Cast Of American Idiot] (Album Version)","73"
"Scooter","Layla","F","45","Griffin","347.19302","paid","Lake Havasu City-Kingman, AZ","984","Across The Sky","24"
"Bodo Wartke","Ryan","M","0","Smith","377.41669","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Ich trau' mich nicht","26"
"Chris Classic","Jacob","M","13","Klein","180.61016","paid","Tampa-St. Petersburg-Clearwater, FL","954","Witch Doctor","73"
"Creedence Clearwater Revival","Jacob","M","14","Klein","135.52281","paid","Tampa-St. Petersburg-Clearwater, FL","954","Travelin' Band","73"
"LMFAO / Lil Jon","Layla","F","47","Griffin","222.17098","paid","Lake Havasu City-Kingman, AZ","984","Shots","24"
"Alison Moyet","Jacob","M","15","Klein","230.00771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Love Resurrection","73"
"Amos Lee","Ryan","M","1","Smith","160.49587","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Colors","26"
"Los Dynamite","Layla","F","48","Griffin","253.1522","paid","Lake Havasu City-Kingman, AZ","984","Smile","24"
"Alter Ego","Jacob","M","16","Klein","285.09995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rocker","73"
"Colossal","Layla","F","49","Griffin","206.99383","paid","Lake Havasu City-Kingman, AZ","984","Brave The Elements","24"
"Alice In Chains","Jacob","M","17","Klein","423.6273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Over Now","73"
"Interpol","Layla","F","50","Griffin","299.72853","paid","Lake Havasu City-Kingman, AZ","984","Rest My Chemistry","24"
"BjÃÂ¶rk","Jacob","M","18","Klein","185.46893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Cover Me","73"
"Death In Vegas","Layla","F","51","Griffin","270.23628","paid","Lake Havasu City-Kingman, AZ","984","Girls","24"
"Harmonia","Jacob","M","19","Klein","655.77751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Sehr kosmisch","73"
"George Thorogood And The Destroyers","Layla","F","52","Griffin","238.34077","paid","Lake Havasu City-Kingman, AZ","984","Alley Oop (Live)","24"
"Jason Mraz","Layla","F","53","Griffin","337.97179","paid","Lake Havasu City-Kingman, AZ","984","A Beautiful Mess (Album Version)","24"
"Los Campesinos","Jacob","M","20","Klein","138.10893","paid","Tampa-St. Petersburg-Clearwater, FL","954","We throw parties_ you throw knives","73"
"Insane Clown Posse","Layla","F","54","Griffin","98.66404","paid","Lake Havasu City-Kingman, AZ","984","I Stab People","24"
"Joaquin Sabina","Layla","F","55","Griffin","223.86893","paid","Lake Havasu City-Kingman, AZ","984","Besos Con Sal","24"
"Justin Bieber","Jacob","M","21","Klein","229.0673","paid","Tampa-St. Petersburg-Clearwater, FL","954","One Less Lonely Girl","73"
"Green Day","Layla","F","56","Griffin","527.09832","paid","Lake Havasu City-Kingman, AZ","984","King For A Day/Shout (Live)","24"
"Saliva","Jacob","M","22","Klein","208.40444","paid","Tampa-St. Petersburg-Clearwater, FL","954","Doperide","73"
"John Mayer","Jacob","M","23","Klein","267.38893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Why Georgia","73"
"Frightened Rabbit","Jacob","M","24","Klein","214.93506","paid","Tampa-St. Petersburg-Clearwater, FL","954","Set You Free","73"
"Righteous Brothers","Layla","F","57","Griffin","215.90159","paid","Lake Havasu City-Kingman, AZ","984","Unchained Melody","24"
"Umek vs Ramirez","Jacob","M","25","Klein","362.29179","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hablando","73"
"Tinchy Stryder / Taio Cruz","Layla","F","58","Griffin","195.36934","paid","Lake Havasu City-Kingman, AZ","984","Take Me Back","24"
"PeterLicht","Layla","F","59","Griffin","306.80771","paid","Lake Havasu City-Kingman, AZ","984","Heiterkeit","24"
"Lanae' Hale","Walter","M","0","Frye","195.36934","free","San Francisco-Oakland-Hayward, CA","451","Beautiful Things","39"
"Eagles","Jacob","M","26","Klein","346.25261","paid","Tampa-St. Petersburg-Clearwater, FL","954","Frail Grasp On The Big Picture","73"
"Primus","Layla","F","60","Griffin","382.98077","paid","Lake Havasu City-Kingman, AZ","984","Over The Electric Grapevine","24"
"Cake","Jacob","M","27","Klein","164.25751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never There","73"
"Zero 7","Jacob","M","28","Klein","346.38322","paid","Tampa-St. Petersburg-Clearwater, FL","954","Milton At Midnight","73"
"Faithless","Layla","F","61","Griffin","218.04363","paid","Lake Havasu City-Kingman, AZ","984","Drifting Away","24"
"Saxon","Layla","F","62","Griffin","217.15546","paid","Lake Havasu City-Kingman, AZ","984","Redline (2009 Digital Remaster)","24"
"Elvis Costello & The Attractions","Jacob","M","29","Klein","168.64608","paid","Tampa-St. Petersburg-Clearwater, FL","954","Moods For Moderns","73"
"Lily Allen","Layla","F","63","Griffin","277.83791","paid","Lake Havasu City-Kingman, AZ","984","Everyone's At It","24"
"Dwight Yoakam","Jacob","M","30","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Keyshia Cole","Layla","F","64","Griffin","244.00934","paid","Lake Havasu City-Kingman, AZ","984","Work It Out","24"
"James","Jacob","M","31","Klein","219.89832","paid","Tampa-St. Petersburg-Clearwater, FL","954","She's A Star","73"
"Queen","Jacob","M","32","Klein","139.17995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Who Wants To Live Forever (With Commentary)","73"
"Boz Scaggs","Layla","F","65","Griffin","319.03302","paid","Lake Havasu City-Kingman, AZ","984","Look What You've Done To Me","24"
"Sia","Jacob","M","33","Klein","208.61342","paid","Tampa-St. Petersburg-Clearwater, FL","954","Playground","73"
"Max Richter","Layla","F","66","Griffin","173.40036","paid","Lake Havasu City-Kingman, AZ","984","Arboretum","24"
"10cc","Jacob","M","34","Klein","300.40771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hotel","73"
"Silverstein","Layla","F","67","Griffin","193.90649","paid","Lake Havasu City-Kingman, AZ","984","Smile In Your Sleep (Album Version)","24"
"Combat 84","Jacob","M","35","Klein","121.0771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Barry Prudom (Re-Mix)","73"
"Sanctus Real","Layla","F","69","Griffin","257.2273","paid","Lake Havasu City-Kingman, AZ","984","Lay Down My Guns","24"
"Pink Martini_Ari Shapiro","Jacob","M","36","Klein","180.1922","paid","Tampa-St. Petersburg-Clearwater, FL","954","But Now I'm Black","73"
"Dwight Yoakam","Jacob","M","37","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Jay-Z","Layla","F","70","Griffin","288.31302","paid","Lake Havasu City-Kingman, AZ","984","Ride Or Die","24"
"The Handsome Family","Jacob","M","38","Klein","287.65995","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Woman Downstairs","73"
"Hellogoodbye","Layla","F","71","Griffin","176.56118","paid","Lake Havasu City-Kingman, AZ","984","All Of Your Love","24"
"Janet Jackson","Layla","F","72","Griffin","260.88444","paid","Lake Havasu City-Kingman, AZ","984","Because Of Love","24"
"Gorillaz","Jacob","M","39","Klein","227.05587","paid","Tampa-St. Petersburg-Clearwater, FL","954","Plastic Beach (Feat. Mick Jones and Paul Simonon)","73"
"Silverstein","Layla","F","73","Griffin","222.79791","paid","Lake Havasu City-Kingman, AZ","984","Smashed Into Pieces (Album Version)","24"
"Example","Jacob","M","40","Klein","180.4273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Kickstarts","73"
"Shania Twain","Jacob","M","41","Klein","198.32118","paid","Tampa-St. Petersburg-Clearwater, FL","954","In My Car (I'll Be The Driver)","73"
"Skindred","Layla","F","74","Griffin","238.602","paid","Lake Havasu City-Kingman, AZ","984","Ease Up","24"
"Kanye West","Jacob","M","42","Klein","196.77995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Jesus Walks","73"
"Aloe Blacc","Layla","F","76","Griffin","244.1922","paid","Lake Havasu City-Kingman, AZ","984","I Need A Dollar","24"
"Common","Jacob","M","43","Klein","224.13016","paid","Tampa-St. Petersburg-Clearwater, FL","954","GO!","73"
"The Belle Stars","Layla","F","77","Griffin","178.85995","paid","Lake Havasu City-Kingman, AZ","984","Iko Iko","24"
"Feist","Jacob","M","44","Klein","223.7122","paid","Tampa-St. Petersburg-Clearwater, FL","954","Mushaboom","73"
"Lupe Fiasco","Layla","F","78","Griffin","312.92036","paid","Lake Havasu City-Kingman, AZ","984","The Coolest (Explicit Album Version)","24"
"Natalie Cole","Jacob","M","45","Klein","188.57751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Stairway To The Stars","73"
"Placebo","Layla","F","79","Griffin","190.61506","paid","Lake Havasu City-Kingman, AZ","984","The Bitter End","24"
"2Mex","Jacob","M","46","Klein","243.06893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Making Money Off God feat. Bus Driver","73"
"Brother Ali","Layla","F","80","Griffin","204.53832","paid","Lake Havasu City-Kingman, AZ","984","The Puzzle","24"
"Meat Loaf","Jacob","M","47","Klein","597.86404","paid","Tampa-St. Petersburg-Clearwater, FL","954","Paradise By The Dashboard Light","73"
"MC Lars","Layla","F","81","Griffin","222.87628","paid","Lake Havasu City-Kingman, AZ","984","It's Not Easy (Being Green) (Featuring Pierre Bouvier Of Simple Plan)","24"
"BeyoncÃÂ©","Layla","F","82","Griffin","236.35546","paid","Lake Havasu City-Kingman, AZ","984","Ego","24"
"Joy Division","Layla","F","83","Griffin","254.09261","paid","Lake Havasu City-Kingman, AZ","984","Transmission","24"
"Dierks Bentley","Jacob","M","48","Klein","239.12444","paid","Tampa-St. Petersburg-Clearwater, FL","954","I Wanna Make You Close Your Eyes","73"
"Devendra Banhart","Layla","F","84","Griffin","134.76526","paid","Lake Havasu City-Kingman, AZ","984","At The Hop","24"
"Camera Obscura","Jacob","M","49","Klein","207.01995","paid","Tampa-St. Petersburg-Clearwater, FL","954","If Looks Could Kill","73"
"Prodigy","Layla","F","85","Griffin","335.90812","paid","Lake Havasu City-Kingman, AZ","984","Breathe","24"
"Aventura","Jacob","M","50","Klein","278.04689","paid","Tampa-St. Petersburg-Clearwater, FL","954","Peligro","73"
"Die Sekte","Layla","F","86","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","984","Mittelfinga ab feat. Sido_ MOK_ B-Tight_ Bendt","24"
"Kid Dynamite","Jacob","M","51","Klein","119.95383","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never Met The Gooch","73"
"Eminem / Bizarre","Jacob","M","52","Klein","244.55791","paid","Tampa-St. Petersburg-Clearwater, FL","954","Amityville","73"
"Explosions In The Sky","Layla","F","87","Griffin","220.3424","paid","Lake Havasu City-Kingman, AZ","984","So Long_ Lonesome","24"
"Professor Longhair","Ann","F","0","Banks","214.20363","free","Salt Lake City, UT","124","Mean Ol'World","99"
"Gary Hobbs","Jahiem","M","1","Miles","245.52444","free","San Antonio-New Braunfels, TX","42","En Mi Mundo","43"
"Lifehouse","Jahiem","M","2","Miles","203.59791","free","San Antonio-New Braunfels, TX","42","We'll Never Know","43"
"Olivia Ruiz","Jahiem","M","3","Miles","254.74567","free","San Antonio-New Braunfels, TX","42","Cabaret Blanco","43"
"Jordan Rudess","Cecilia","F","1","Owens","1367.84934","free","Atlanta-Sandy Springs-Roswell, GA","225","Tarkus","6"
"Deerhunter","Jayden","M","0","Graves","162.08934","paid","Marinette, WI-MI","128","Weird Era","25"
"Daughtry","Jayden","M","1","Graves","249.91302","paid","Marinette, WI-MI","128","No Surprise","25"
"Vinylshakerz","Jayden","M","6","Graves","207.25506","paid","Marinette, WI-MI","128","Club Tropicana","25"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jayden","M","7","Graves","277.15873","paid","Marinette, WI-MI","128","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","25"
"Son House","Jayden","M","8","Graves","182.43873","paid","Marinette, WI-MI","128","Depot Blues","25"
"Jason Mraz & Colbie Caillat","Jayden","M","9","Graves","189.6224","paid","Marinette, WI-MI","128","Lucky (Album Version)","25"
"The Romantics","Jayden","M","10","Graves","233.7171","paid","Marinette, WI-MI","128","Talking In Your Sleep","25"
"The Postal Service","Jayden","M","11","Graves","266.47465","paid","Marinette, WI-MI","128","Such Great Heights","25"
"Tweet","Jayden","M","12","Graves","281.80853","paid","Marinette, WI-MI","128","Always Will (LP Version)","25"
"Gang Starr/Inspectah Deck","Jayden","M","13","Graves","225.07057","paid","Marinette, WI-MI","128","Above The Clouds (Edited)","25"
"Kanye West","Jayden","M","14","Graves","164.38812","paid","Marinette, WI-MI","128","Coldest Winter","25"
"Shunza","Jayden","M","15","Graves","250.93179","paid","Marinette, WI-MI","128","Nan Ni Wan","25"
"Erykah Badu","Jayden","M","16","Graves","286.9024","paid","Marinette, WI-MI","128","Back In The Day","25"
"Mariza","Maia","F","0","Burke","239.3073","free","Houston-The Woodlands-Sugar Land, TX","143","Vielas De Alfama","51"
"Asia 2001","Jayden","M","22","Graves","150.30812","paid","Marinette, WI-MI","128","Epilogue","25"
"Alejandro Sanz","Maia","F","1","Burke","230.24281","free","Houston-The Woodlands-Sugar Land, TX","143","Non E_ Per Te_ Per Me","51"
"The Casualties","Jayden","M","23","Graves","131.23873","paid","Marinette, WI-MI","128","Fight For Your Life","25"
"Alliance Ethnik","Jayden","M","24","Graves","252.21179","paid","Marinette, WI-MI","128","ReprÃÂ©sente","25"
"Hey Monday","Jayden","M","25","Graves","222.98077","paid","Marinette, WI-MI","128","Run_ Don't Walk","25"
"Silverchair","Jayden","M","26","Graves","213.13261","paid","Marinette, WI-MI","128","The Door","25"
"El DeBarge","Jayden","M","27","Graves","323.47383","paid","Marinette, WI-MI","128","Love Always","25"
"Evanescence","Jayden","M","28","Graves","236.12036","paid","Marinette, WI-MI","128","Bring Me To Life","25"
"Ludovico Einaudi","Jayden","M","30","Graves","249.02485","paid","Marinette, WI-MI","128","The Snow Prelude No. 2","25"
"Caifanes","Jayden","M","31","Graves","210.88608","paid","Marinette, WI-MI","128","Ayer Me Dijo Un Ave","25"
"The xx","Jayden","M","32","Graves","188.55138","paid","Marinette, WI-MI","128","Basic Space","25"
"Swizz Beatz","Jayden","M","33","Graves","213.7073","paid","Marinette, WI-MI","128","Big Munny","25"
"OutKast","Jayden","M","34","Graves","239.35955","paid","Marinette, WI-MI","128","Ms. Jackson","25"
"The Black Keys","Jayden","M","35","Graves","300.30322","paid","Marinette, WI-MI","128","The Only One","25"
"Nappy Roots [featuring Anthony Hamilton]","Jayden","M","36","Graves","248.00608","paid","Marinette, WI-MI","128","Po' Folks","25"
"Whitesnake","Jayden","M","37","Graves","250.3571","paid","Marinette, WI-MI","128","Fool For Your Loving","25"
"Foolish Things","Jayden","M","38","Graves","266.86649","paid","Marinette, WI-MI","128","Who Can Compare","25"
"Soda Stereo","Jayden","M","39","Graves","317.6224","paid","Marinette, WI-MI","128","PrÃÂ³fugos","25"
"Edward Sharpe & The Magnetic Zeros","Jayden","M","40","Graves","306.31138","paid","Marinette, WI-MI","128","Home","25"
"Anberlin","Aleena","F","0","Kirby","258.42893","paid","Waterloo-Cedar Falls, IA","196","Dismantle. Repair.","44"
"L-7","Aleena","F","2","Kirby","168.56771","paid","Waterloo-Cedar Falls, IA","196","Shitlist","44"
"Future Of The Left","Aleena","F","4","Kirby","112.63955","paid","Waterloo-Cedar Falls, IA","196","Fingers Become Thumbs","44"
"Franz Ferdinand","Aleena","F","5","Kirby","206.28853","paid","Waterloo-Cedar Falls, IA","196","Call Me","44"
"Travie McCoy","Aleena","F","6","Kirby","211.12118","paid","Waterloo-Cedar Falls, IA","196","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","44"
"Lily Allen","Aleena","F","7","Kirby","194.76853","paid","Waterloo-Cedar Falls, IA","196","Smile","44"
"Rancid","Aleena","F","8","Kirby","223.65995","paid","Waterloo-Cedar Falls, IA","196","Fall Back Down (Album Version)","44"
"Katy Perry","Aleena","F","9","Kirby","228.49261","paid","Waterloo-Cedar Falls, IA","196","I'm Still Breathing","44"
"Freestylers","Aleena","F","10","Kirby","340.06159","paid","Waterloo-Cedar Falls, IA","196","Punks (Krafty Kuts Remix)","44"
"Kid Rock","Rylan","M","1","George","296.95955","free","Birmingham-Hoover, AL","15","All Summer Long (Album Version)","16"
"LITE","Aleena","F","11","Kirby","248.08444","paid","Waterloo-Cedar Falls, IA","196","On A Gloomy Evening","44"
"The Killers","Rylan","M","2","George","220.89098","free","Birmingham-Hoover, AL","15","When You Were Young","16"
"Hymie's Basement","Aleena","F","12","Kirby","175.38567","paid","Waterloo-Cedar Falls, IA","196","Ghost Dream","44"
"Pavement","Aleena","F","13","Kirby","195.73506","paid","Waterloo-Cedar Falls, IA","196","Rooftop Gambler","44"
"Trey Songz","Rylan","M","3","George","205.81832","free","Birmingham-Hoover, AL","15","Can't Help But Wait (Album Version)","16"
"Shakira","Aleena","F","14","Kirby","159.05914","paid","Waterloo-Cedar Falls, IA","196","La Pared","44"
"Billy J Kramer & The Dakotas","Rylan","M","4","George","191.32036","free","Birmingham-Hoover, AL","15","Tennessee Waltz (Live)","16"
"Arctic Monkeys","Aleena","F","15","Kirby","138.10893","paid","Waterloo-Cedar Falls, IA","196","D is for Dangerous","44"
"Dashboard Confessional","Rylan","M","5","George","224.54812","free","Birmingham-Hoover, AL","15","Ghost Of A Good Thing","16"
"Moby","Aleena","F","18","Kirby","196.75383","paid","Waterloo-Cedar Falls, IA","196","Lift Me Up","44"
"Dan Deacon","Aleena","F","19","Kirby","483.89179","paid","Waterloo-Cedar Falls, IA","196","Snookered","44"
"Puddle Of Mudd","Aleena","F","20","Kirby","210.80771","paid","Waterloo-Cedar Falls, IA","196","Psycho","44"
"Red Hot Chili Peppers","Aleena","F","21","Kirby","334.65424","paid","Waterloo-Cedar Falls, IA","196","Snow [Hey Oh] (Album Version)","44"
"The Barbarians","Aleena","F","22","Kirby","149.44608","paid","Waterloo-Cedar Falls, IA","196","Memphis_ Tennessee","44"
"Julia Fordham","Aleena","F","23","Kirby","213.44608","paid","Waterloo-Cedar Falls, IA","196","Jump (Live)","44"
"Alicia Keys","Aleena","F","24","Kirby","455.52281","paid","Waterloo-Cedar Falls, IA","196","Streets Of New York (City Life)","44"
"Regina Spektor","Aleena","F","25","Kirby","247.69261","paid","Waterloo-Cedar Falls, IA","196","Another Town","44"
"Deborah Harry & Iggy Pop","Aleena","F","26","Kirby","207.49016","paid","Waterloo-Cedar Falls, IA","196","Well Did You Evah!","44"
"Dr. Dre / Eminem / Alvin Joiner","Aleena","F","27","Kirby","244.21832","paid","Waterloo-Cedar Falls, IA","196","What's The Difference","44"
"Marcel Woods","Aleena","F","28","Kirby","424.33261","paid","Waterloo-Cedar Falls, IA","196","Advanced (Ton T.B. Mix)","44"
"OneRepublic","Aleena","F","29","Kirby","208.14322","paid","Waterloo-Cedar Falls, IA","196","Apologize","44"
"Beastie Boys","Aleena","F","30","Kirby","172.22485","paid","Waterloo-Cedar Falls, IA","196","The Maestro","44"
"Paramore","Aleena","F","31","Kirby","267.65016","paid","Waterloo-Cedar Falls, IA","196","The Only Exception (Album Version)","44"
"Varios","Aleena","F","32","Kirby","204.64281","paid","Waterloo-Cedar Falls, IA","196","Hasta siempre","44"
"The Black Keys","Aleena","F","33","Kirby","191.76444","paid","Waterloo-Cedar Falls, IA","196","Howlin For You","44"
"Muse","Aleena","F","34","Kirby","198.79138","paid","Waterloo-Cedar Falls, IA","196","Feeling Good","44"
"Frankie J","Aleena","F","35","Kirby","254.32771","paid","Waterloo-Cedar Falls, IA","196","Daddy's Little Girl","44"
"Kirk Franklin & The Family","Aleena","F","36","Kirby","418.71628","paid","Waterloo-Cedar Falls, IA","196","Now Behold The Lamb","44"
"Cooly's Hot Box","Aleena","F","37","Kirby","371.06893","paid","Waterloo-Cedar Falls, IA","196","Make Me Happy","44"
"Ron Van Den Beuken","Cecilia","F","0","Owens","506.5922","free","Atlanta-Sandy Springs-Roswell, GA","229","Timeless","6"
"Sparks","Aleena","F","38","Kirby","199.02649","paid","Waterloo-Cedar Falls, IA","196","Lost And Found","44"
"Regina Spektor","Aleena","F","39","Kirby","191.08526","paid","Waterloo-Cedar Falls, IA","196","The Calculation (Album Version)","44"
"Subhumans","Aleena","F","40","Kirby","209.37098","paid","Waterloo-Cedar Falls, IA","196","Rain","44"
"Sia","Aleena","F","43","Kirby","302.602","paid","Waterloo-Cedar Falls, IA","196","Beautiful Calm Driving","44"
"Shadows Fall","Aleena","F","44","Kirby","178.65098","paid","Waterloo-Cedar Falls, IA","196","Lead Me Home","44"
"Eminem / Dr. Dre / 50 Cent","Aleena","F","45","Kirby","297.56036","paid","Waterloo-Cedar Falls, IA","196","Crack A Bottle","44"
"Vampire Weekend","Aleena","F","46","Kirby","195.7873","paid","Waterloo-Cedar Falls, IA","196","Oxford Comma (Album)","44"
"Eddie Floyd","Lily","F","1","Burns","198.19057","free","New York-Newark-Jersey City, NY-NJ-PA","31","Guess Who","32"
"The Swell Season","Sylvie","F","0","Cruz","319.13751","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","220","If You Want Me (Live)","10"
"Alex Band","Jordan","F","0","Hicks","238.8371","free","Salinas, CA","145","Tonight (Single Mix)","37"
"Nightwish","Sylvie","F","1","Cruz","305.97179","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","220","The Islander","10"
"Cartola","Brantley","M","0","West","172.12036","free","Portland-Vancouver-Hillsboro, OR-WA","133","As Rosas NÃÂ£o Falam","28"
"Vampire Weekend","Brantley","M","1","West","269.16526","free","Portland-Vancouver-Hillsboro, OR-WA","133","I Think Ur A Contra","28"
"Sebadoh","Brantley","M","2","West","210.18077","free","Portland-Vancouver-Hillsboro, OR-WA","133","Hassle","28"
"Incubus","Brantley","M","3","West","212.74077","free","Portland-Vancouver-Hillsboro, OR-WA","133","Wish You Were Here","28"
"Blue States","Brantley","M","4","West","239.3073","free","Portland-Vancouver-Hillsboro, OR-WA","133","Allies","28"
"Octopus Project","Magdalene","F","1","Herman","498.33751","free","Dallas-Fort Worth-Arlington, TX","141","Hypnopaedia","77"
"Mike Posner","Jahiem","M","0","Miles","214.7522","free","San Antonio-New Braunfels, TX","228","Cooler Than Me","43"
"Alliance Ethnik","Chloe","F","0","Roth","252.21179","free","Indianapolis-Carmel-Anderson, IN","176","ReprÃÂ©sente","78"
"Gang Starr/Inspectah Deck","Chloe","F","3","Roth","225.07057","free","Indianapolis-Carmel-Anderson, IN","176","Above The Clouds (Edited)","78"
"Was (Not Was)","Braden","M","1","Parker","239.15057","free","Youngstown-Warren-Boardman, OH-PA","164","Shake Your Head","74"
"23 Skidoo","Chloe","F","4","Roth","370.88608","free","Indianapolis-Carmel-Anderson, IN","176","Crossfire","78"
"Dwight Yoakam","Chloe","F","5","Roth","239.3073","free","Indianapolis-Carmel-Anderson, IN","176","You're The One","78"
"Finger Eleven","Adler","M","1","Barrera","259.68281","free","New York-Newark-Jersey City, NY-NJ-PA","198","Obvious Heart","100"
"Shaggy","Adler","M","2","Barrera","212.97587","free","New York-Newark-Jersey City, NY-NJ-PA","198","Intoxication","100"
"Kid Cudi","Anabelle","F","0","Simpson","227.34322","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","235","Up Up & Away","69"
"Klaus Doldinger's Passport","Adler","M","3","Barrera","460.43383","free","New York-Newark-Jersey City, NY-NJ-PA","198","Fairy Tale","100"
"Aesop Rock","Anabelle","F","1","Simpson","245.65506","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","235","None Shall Pass (Main)","69"
"Salt 'n' Pepa with En Vogue","Bronson","M","0","Harris","296.202","free","Eugene, OR","134","Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version)","33"
"Tiger Army","Bronson","M","1","Harris","129.38404","free","Eugene, OR","134","Ghost Tigers Rise (Album Version)","33"
"NEEDTOBREATHE","Bronson","M","2","Harris","225.82812","free","Eugene, OR","134","Don't Wait For Daylight (Album Version)","33"
"Baby Huey & The Baby Sitters","Tegan","F","0","Levine","194.7424","free","Portland-South Portland, ME","243","Hard Times (LP Version)","80"
"Justin Bieber","Tegan","F","1","Levine","220.89098","free","Portland-South Portland, ME","243","Somebody To Love","80"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Tegan","F","2","Levine","238.65424","free","Portland-South Portland, ME","243","Walk Like A Woman (Album Version)","80"
"Taylor Swift","Tegan","F","3","Levine","230.47791","free","Portland-South Portland, ME","243","You Belong With Me","80"
"Ottmar Liebert","Tegan","F","4","Levine","174.54975","free","Portland-South Portland, ME","243","Festival (Of 7 Lights)","80"
"The Roots","Jacob","M","0","Klein","285.6224","paid","Tampa-St. Petersburg-Clearwater, FL","72","Dynamite!","73"
"Foo Fighters","Jacob","M","1","Klein","235.28444","paid","Tampa-St. Petersburg-Clearwater, FL","72","Learn To Fly","73"
"El Hombre Burbuja","Jacob","M","2","Klein","161.33179","paid","Tampa-St. Petersburg-Clearwater, FL","72","Buzos (En La Luna)","73"
"Rock Kills Kid","Jacob","M","3","Klein","271.38567","paid","Tampa-St. Petersburg-Clearwater, FL","72","Back To Life (Album Version)","73"
"Manu Chao","Jacob","M","4","Klein","288.15628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Me Quedo Contigo [Si Me Das A Elegir]","73"
"B.o.B","Jacob","M","5","Klein","269.63546","paid","Tampa-St. Petersburg-Clearwater, FL","72","Nothin' On You [feat. Bruno Mars] (Album Version)","73"
"Baby Boy Da Prince / Mannie Fresh","Jacob","M","6","Klein","235.2322","paid","Tampa-St. Petersburg-Clearwater, FL","72","Naw Meen","73"
"Gerry Rafferty","Jacob","M","7","Klein","224.39138","paid","Tampa-St. Petersburg-Clearwater, FL","72","Don't Close The Door","73"
"the bird and the bee","Jacob","M","10","Klein","165.642","paid","Tampa-St. Petersburg-Clearwater, FL","72","Again & Again","73"
"Blur","Jacob","M","11","Klein","361.58649","paid","Tampa-St. Petersburg-Clearwater, FL","72","Sing","73"
"Puerto Rican Power","Jacob","M","12","Klein","305.44934","paid","Tampa-St. Petersburg-Clearwater, FL","72","Juguete De Nadie","73"
"Hercules And Love Affair","Jacob","M","13","Klein","471.74485","paid","Tampa-St. Petersburg-Clearwater, FL","72","Blind (Frankie Knuckles Remix)","73"
"BeyoncÃÂ©","Jacob","M","14","Klein","235.67628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Kitty Kat","73"
"Burt Bacharach","Jacob","M","15","Klein","200.54159","paid","Tampa-St. Petersburg-Clearwater, FL","72","Pacific Coast Highway","73"
"Common","Jacob","M","16","Klein","144.16934","paid","Tampa-St. Petersburg-Clearwater, FL","72","Be (Intro)","73"
"Ra Ra Riot","Jacob","M","17","Klein","152.71138","paid","Tampa-St. Petersburg-Clearwater, FL","72","Can You Tell","73"
"Flyleaf","Jacob","M","18","Klein","167.8624","paid","Tampa-St. Petersburg-Clearwater, FL","72","There For You","73"
"Neil Young","Jacob","M","19","Klein","414.69342","paid","Tampa-St. Petersburg-Clearwater, FL","72","Danger Bird (Album Version)","73"
"A Day To Remember","Jacob","M","20","Klein","87.50975","paid","Tampa-St. Petersburg-Clearwater, FL","72","You Already Know What You Are","73"
"Del Tha Funkee Homosapien","Jacob","M","21","Klein","199.07873","paid","Tampa-St. Petersburg-Clearwater, FL","72","Sleepin' On My Couch","73"
"Leopoldo Federico","Jacob","M","22","Klein","205.73995","paid","Tampa-St. Petersburg-Clearwater, FL","72","La Cachila","73"
